clean_content,Aspek,Sentimen
respon cs lambat pembelian produk digital pulsa data super lama masukknya di keterangan transaksi berhasil namun pulsa tidak masuk ke nomer yang di tuju tidak ada solusi dari pihak bersangkutan minta bantuan tokopedia care respon mengatasi masalah super duper lemotttt,Pelayanan,Negatif
parahh mengganti nomor hp sampe di nonaktifkan kan akun saya sudah coba di hubungi tokopedia care hasilnya tetap tunggu tunggu dan tunggu mohon dong sebagai ecomers yang sudah lama setiap kenyamana pelanggan itu harus utama ini sudah saya kasih beberapa bukti sampe skrang tidak ada perkembangan,Pelayanan,Negatif
saat mengisi alamat wajib membuay point map merepokan sekali susah untuk mendaftar alamat sodara karena tidak tahu titik point,Kualitas,Negatif
permainan aplikasi nya parah banget dikasih diskon buat pembelian pertama tapi dibatalin otomatis sama tokopedia nya sengaja supaya diskon nya tidak kepake bukan hanya saya yang kaya gini tapi semua yang saya tau pun mengalami seperti ini,Pelayanan,Negatif
aplikasi ini sangat bagus banget bisa belanja apa saja aplikasi ini bagus bagus banget,Kualitas,Positif
jan bikin virus ngentod soalnya saya downlod sampah kamu eh dapet virus terus katanya gratis ongkir eh saya disuruh bayar,Harga,Netral
rating saya turunkan karena fitur filter harga terendah tidak berjalan dengan semestinya karena terlalu banyak ads belanja jadi rumit,Kualitas,Netral
tidak mengerti lagi dengan tokopedia setiap belanja disini selalu dibatalkan oleh pihak tokopedianya padahal saya tidak merasa melanggar kebijakan apapun sangat kecewa bukannya mempermudah konsumen berbelanja malah jadi buang buang waktu dan tenaga batas minimal untuk ongkir pun terlalu mahal dan terbatas,Pelayanan,Positif
assalamualaikum kenapa untuk penarikan saldo sangat susah dan saya sudah berualang kali ambil saldo tidak bisa padahal saya coba berkali kali dan untuk di gunakan untuk belanja juga susah mau jualan lagi takut ya ini buka lagi toko susah tokoped abdet malaf tambah ribeeet gituuuu ribeeet banngeeeet,Pelayanan,Netral
di tokopedia enak bisa kelihatan opsi pengiriman yang diaktifkan terpilih tidak perlu buat pesanan dulu kayak di apk sebelah tapi kenapa selalu opsi pengiriman anteraja atau jnt express kemahalan ongkir 59 ribu si anteraja paket harus saya ambil sendiri voucher masa hanya bisa buat pengguna baru yang lama gimana masa tidak ada potongan syaratnya banyak biaya bank transfer bca tidak termasuk harusnya dimasukin sih kayak di sebelah itu apa guna biaya layanan coba banyak betul biaya tambahan,Pelayanan,Negatif
dri 5 kasih 1 aja udah 3 hari iklan tokopedia ganggu sekali muncul tiba2 coba saya hapus aplikasinya masih muncul juga iklan nya,Kualitas,Netral
kalau tidak niat ngasih barang gratis buat pengguna baru mendingan gausah ngasih sekalian daripada ngirim barang sampahan gajelas,Harga,Netral
saya pendatang baru di tokopedia saya membeli sebuah produk pipa rokok niatnya mau buat hadiah ke temen ehhh ditunggu2 tidak ada respon dari penjual padahal waktu awal chat katanya barang ready saya pikir seperti toko sebelah eeh karena tergiur dengan harga penawaran yang murah akhirnya palah kecewa berat barang tk kujung dikirim bahkan dibatalkan jadi saya ambil kesimpulan sepertinya disini banyak toko bohongan jangan terlalu berharap banyak deh disini maaf,Pelayanan,Positif
belanja pakai diskon gabisa cash on delivery sedangkan gapake diskon bisa gunanya diskon buat paan,Harga,Negatif
saran aja balikin lagi tokopoints biar bisa pakai sebagai promo diskon dari beli barang sekarang kan pakai gopay coins nah tapi cuman bisa dipake pembayaran gopay pengennya seperti dulu pakai tokopoints jadi bisa pakai ovo juga buat bayarnya,Pelayanan,Netral
yah kalau emg rezeki saya saya mungkin dapat hadiahnya tapi kalau tidak dapat mungkin bukn rejeki saya tujuan saya mngunduh aplikasi trsebut semata2 untk melihat barang2 siapa tau ada yang cocok,Kualitas,Netral
tolol apk tolol gx cocok kerjasama dengan pihak prakerja lama amat gblk ngelaporin juga bikin nambah lama insentif nya lama di ulas juga lama muncul sertifikat juga tlol kntl bodoh,Kualitas,Negatif
jaman sekarang kalau tidak cod tidak akan ramai peminatnya bos karena customer sudah pengalaman semua sudah sering kena tipu oleh oknum2 seller revisi lagi managemennya biar ramai karena saya selalu milih yang bisa cod saja trm kasih,Pelayanan,Negatif
kecewa dengan kebijakan yang sekarang gratis ongkir sama cashback tidak bisa di pakai bersamaan,Harga,Negatif
thank qyu gratisan nya tapi kalau bsa metode pmbyran cod nya diadain dong trlbih area jawa timur biar yang gapunya no rekening kya aku bsa puasbeli ditokped trcintah,Harga,Positif
kok sekarang saya tidak bisa beli barang cod lagi kenapa y bantuin dong min sblom ny tidak ada kendala akhir ini susah untk blanja dan voccer ny tidak bisa di tukar,Kualitas,Netral
tokopedia tidak aman penjual salah kirim barang saya minta refund proses lama banget dari tgl 12 sampai tgl 24 blm beres juga refundnya udah ongkir retur disuruh bayar sendiri katanya mau diganti tapi sampe sekarang tidak direfund padahal di lacak resi barang returan sudah sampai dari tgl 16 dan distatus proses klaim asuransi sudah selesai dari tgl 21 tapi kenapa uang saya masih tidak dikmbalikan tanggapan cs tokopedia hanya bilang tunggu lagi diproses kenapa tidak sesuai gini sudah kecewa lah auto uninstall aja,Pelayanan,Negatif
kebanyakan gua beli barang di sini selalu gagal mulai dari si seller yang tidak konfirmasi pesanan gua kurir gagal kirim dan banyak lagi emang dana bakal di kembalikan tapi tetap aja malah bikin kepercayaan buat gua beli apapun disini hilang,Pelayanan,Negatif
kurir banyak maling terutama kurir wahana kurir ninja express hati hati saat berbelanja saya sebagai seller sangat merasa dirugikan dan saya baru speak up sekarang karena kesabaran sudah habis sudah di gubris ke pihak tokopedia tapi memberikan solusi tidak masuk akal,Pelayanan,Negatif
haruse bintange lebih dari 5 ini mah bahkan 1000 kali ya harusnya soale paling terbaik dari yang lain berani kasih belanja rp 0 pokoknya good banget is the best banget buat si hijau ini tokopedia selalu lancar dan sukses buat kedepannya,Pelayanan,Positif
apah syarat untuk memperoleh hadiah hp baru duit dari snk vidio dapat digunakan sebagai alat bantu saya blm tau caranya tolong bantu gimana caranya supaya mendapatkan informasi,Kualitas,Netral
kenapa sekarang jadi tidak bisa di pakai fre ongkirnya di gabung casbak harus pilih satu haduh jadi males belanja,Harga,Netral
aplikasi saya tidak bisa transaksi alias di batalkan otomatis oleh tokopedia hanya karna alamat sama dengan suami kalau online shop lain seperti shopee tidak ada masalah intinya kan transaksi saya bayar alias tidak gratis maaf saya tidak pakai aplikasinya ini lagi karena saya di tuduh melakukan kecurangan mending saya pakai shopee,Pelayanan,Negatif
bebas ongkir nya tidak bisa di gabung sama voucher cashback nya jadiii tidak bisa murahhh sama ajajaaaa,Harga,Positif
saya sebagai pengguna baru yang belum pernah beli tidak bisa di pakai promo 15rb padahal belum pernah bertransaksi,Harga,Netral
toko pedia kuato gratis ongkir jangan terlalu sedikit masak hanya dbatasi 2 kuato gratis ongkirnya diperbanyak agar yang belanja pun tidak bingung kehabisan kuato bagaiman mau belanja byak kalau kuato ongkir dbatasi hanya 2 aj,Pelayanan,Netral
aplikasinya bagus sih hanya layanan cod nya tidak bisa menjangkau kesuluruh daerah kabupaten se indonesia saran saya alangkah bagusnya kalau sistem cod nya bisa diaktifkan untuk semua pelosok daerah indonesia sama halnya aplikasi lainnya,Pelayanan,Positif
dulu cintaa banget sama aplikasi belanja 1 ini tapi untuk sekarang udah males belanja disini semakin kesini makin banyak biaya ini itu bebas ongkir juga udah ngga seperti dulu maaf saya seperti nya akan pindah ke aplikasi oren,Kualitas,Netral
jangan menyalahkan tokopedia anda yang blum tau caranya beli barang yang 0 rp khusus pengguna baru kalau pengin 0rb kan ada vocer gratis ongkirnya tinggal di pakai biaya asuransi jangan di centang kan jadi 0rp jangan nyalahin tokopedia anda yang blum tau cara pembayaran nya tokopedia melayani kita dg baik jujur barang khusus pengguna baru gratis 0rp vocer gratis ongkir,Pelayanan,Positif
pengalaman saya belaja paket saya tidak datang2 hampir seminggu lebih terus di laporkan juga selow respon uang saya di potong ongkir tapi bayarng saya tidak sampai merugikan walapun sebelumnya tidak seperti ini tolong pihak aplikasi tinjau terus pelayanan anda,Pelayanan,Negatif
buat yang koar koar masalah uang hilang karna tidak jelas kurir tokonya kalau mau jelas aman bisa pilih metode cod caranya masukan ke keranjang dlu barang yang ingin di pesan baru bisa bayar melalui cod dan lebih aman dan praktis saya kasih bintang 3 dlu soalnya barang belum datang dan blum saya cek,Pelayanan,Netral
apk lol ada link aja nawarin hp saldo ku kura beneran e ternyata saya di tipu cok disuruh download apk lol ini ditawarin hp harga rp 0 taulah,Harga,Netral
mau coba dulu nanti saya bilangin sama karyawan kerabat saudara dan bahkan saya promosikan di media sosial lihat facebook saya,Harga,Netral
kasih promo tidak jelas an tidak niat gua co barang pakai dua hp dan dua akun yang beda manfaatin promo yang ada tapi malah dua nya dibatalin otomatis sistem padahal memang dua akun dan hp itu dipakai gantian karena ada beberapa ewallet yang misah di dua hp gua,Harga,Netral
bilangnya promo untuk pengguna baru awalnya berhasil pesen tapi setelahnya dibatalin oleh sistem katanya melanggar ketentuan apanya yang melanggar orang emg pengguna baru kok perdana sih coba tokopedia agak2 bad,Harga,Netral
aplikasi bagus gini sangat sayang ada penipu nya masuk bikin ranting apknya turun dasar lol gua dapat vocer1juta hei lhoe itu belum mimik obat dan susu,Kualitas,Positif
tiati kalau pakai vc di tokopedia guys apalgi vc disct karna nanti bisa tiba2 dibatalin tokopedia akhirnya seller tetep ngirim barang dan kita harus bayar dengan harga normal mau tidak mau kita harus bayar cuih tokopedia tidak mau rugi pengguna yang kena aplikasi paling tidak mau rugi dri pd shopee dan lazada kalau salahnya dri tokopedia atau staff tokopedia harusnya tanggung jawab kalau kaya gini jadi was was co di tokopedia tidak mau co lagi dan tidak akan lagi,Pelayanan,Netral
saya kasih bintang 3 karena pas saya baru dowload kan ada barang 0 ribu pas saya chekot ongkir nyaa 45 ribu,Harga,Netral
katanya pengguna baru dapat produk gratis tapi semuanya dibatalkan anjir padahal pengguna baru di 2 hp semuanya dibatalkan,Harga,Netral
maaf hanya mengusulkan ke pihak tokopedia lebih teliti terhadap kejujuran produk seller banyak saya temukan barang berat tidak sesuai dengan barangnya ok tokopedia sangat maju terus jangan lupa gratis ongkir juga satu lagi mudah mudahan bisa jadi pertimbangan tokopedia yaitu mencantumkan masa expired khususnya yang memiliki masa kadaluarsa barang,Pelayanan,Positif
toko pedia sangat jelek banget tapi boong hayuk,Pelayanan,Negatif
kalau ngga niat kasih gratis ongkir sama diskon mending ngga ush masa sudah dapet diskon sama gratis ongkir malah di batalin sistem sudah mah bayar pakai alfamart kena admin di batalin lagi ngga jelas banget nyesel gua belanja di ini apk,Harga,Netral
katanya ada traktir pengguna baru giliran diklik rp o grts ongkir malah ada keterangan ada kesalahan dan tiba2 sudah tidak bisa di gunain lagi traktiran nya uuuhhh payah macam mana bisa begitu,Harga,Negatif
semangat diskon malah gagal padahal akun baru daftar jg baru sekali mau nyoba tokpedia malah gagal,Harga,Negatif
awalnya saya sedikit bingung soalnya katanya traktir tapi ongkosnya bayar tapi waktu saya main asuransi nya benaran gratis,Harga,Netral
sudah 6 thn pakai ini aja sempat ke tempat lain eh banyak tipu2nya sekarang malah mantap cukup ini saja gampang mana yang punya toko dan tidak lihat centang warna ungu saja pasti yakin seller yang pasti pasti aja no tipu2,Pelayanan,Positif
untuk prodak2 yang di beli selalu aman dan sekarang penjual pun makin banyak jadi makin banyak pilihan lebih ditingkatkan lagi saya suka dan sering belanja disni tapi sangat sangat di sayangankan sama pengirimannya kurir rekomendasi yang menurut saya amat sangaaattt laaammaa apa lagi kalau sudah di terima jne masyaallah tidak update tidak sampe2 masak jkt sby bisa sampe 11 hari di pengiriman tolong diperbaiki pengirimannya bikin customer males belanjaa disini,Pelayanan,Positif
setelah update sekarang jadi tidak enak skrol2 barang baru brapa kali srol tidak gerak layarnya tiba2 layar putih balik lagi ke menu utama sebelumnya tidak kenapa2 jadi harus pakai yang web kalao mau beli barang,Kualitas,Netral
dulu seneng blanja disini tapi smenjak dari admin tidak bertanggung jawab dana yang sudah saya kirim tidak jelas kemana suruh menung2 sampe 2 bulan lebih saldo tidak kembali uang tidak kembali entah kemana larinya msok iya ada aliran dana masuk admin tidak tau larinya dana dari mana dan kemana kan aneh alasanya blm mnerima konform dari penjual padahal rekening yang dipakai kan rekening tokopedia smpe skrng brang tidak dtg uang tidak kembalo payah,Pelayanan,Netral
nyari gigi payung power handle harga di atas 200k tk hapus ngeri kalau dipegang anak hpny,Harga,Netral
semoga traktiran pengguna baru tokopedia barangnya dateng dg baik toko2 yang kersajama sama tokopedia semoga bagus2 saya edit karena ternyata traktirannya dibatalkan oleh pihak tokopedia ntah apa yang salah dg akun saya blm mulai belanja sudah sdkt kecewa,Pelayanan,Positif
harusnya buyer dikasih waktu 1x24 jam aja untuk penyelesaian pembelian otomatis ke seller dana yang akan diteruskan takut dapat buyer nakal beli hp part ada yang di ganti sama buyer di video unbox kaga malah minta return kalah sama marketplace sebelah,Pelayanan,Netral
saya menukar impoin im3 senilai pulsa 10000tapi kenapa tidak masik ya malah kadaluarsa padahal baru aja menukarnya apa makdudnya ini,Kualitas,Negatif
1 order turun 2 banyak kurir jelek yang masih di ajak kerja sama 3 cs live susah 4 biaya adds tidak sesuai dengan order yang masuk malah rugi 5 pilihan bank digital belum ada untuk penarikan saldo contoh ke rekening bca digital blue,Pelayanan,Negatif
mantabbb diskonnya bukan abal abal seperti tetangga sebelah yang banyak syaratnya tokopedia emang top,Harga,Positif
hari raya nyepi di grub ml khusus subscriber yang ada di grub apa yang terjadi pada wanita hamil minum jamu yang bisa kita lihat di bawah cabe 2 kali lipat dalam setahun yang ada di indonesia rata dan diamkan selama ini aku tidak punya hewan peliharaan anda paham dengan pr kemarin,Kualitas,Negatif
gaje bat sudah padahal diketerangan produk diskon pas dibeli malah digagalin tolol kamu,Harga,Negatif
kelemahan di tokopedia terletak di pengiriman ongkir gratis pesan di tgl 11 november sampai sekarang barang belum sampai bisa seminggu nih barang sampai padahal sama sama di jakarta barat tolong di percepat lagi untuk pengirimannya memang sih gratis tapi tidak gini gini amat,Pelayanan,Positif
ku pakai karena buatan indonesia aku hapus aplikasi sejenis karena hanya keinginan menggunakan produk dalam negeri walaupun aplikasi yang lain mumkin memberikan banyak bonus penggunaan aplikasi dan pencarian belum user friendly,Kualitas,Netral
kecewa dengan kebijakan kali ini padahal udah berlangganan sejak 2017 kalau harus pilih gratis ongkir atau cashback yah jelas susah karna dari cashback itu bisa nutupin uang ongkir yang kebijakan kemarin naik,Harga,Negatif
sangat sulit menunggu dana refund dari pihak tokopedia mengingat sulit nya menghubungi cs tokopedia dan bisa dilakukan melalui via pusat resolusi direspon 5 hari sekali bahkan menunggu dana refund bisa sampai berminggu minggu,Pelayanan,Netral
paket saya nyasar nth kemna di komplen sampai hampir 4 bulan blm ada solusi dari pihak tokopedia nya suruh nunggu dan nunggu terus seharus estimasi paket udah sampai ke penerima nya sejak tanggal 17 agustus tapi sampai hari ini ntah paket kemna enggk jelas saya udah komplen hampir memasuki 4 bulan blm ada penyelesaian dari pihak tokopedia nya parahh ini,Pelayanan,Negatif
tolong menu utama pembayar jangan di ganti gopay saya biasa pakai ovo karena grab saya sudah terhubung ke ovo jg kalau pembayaran harus pakai gopay saya harus dowload lagi apk gojek sedngkan hp saya memory dh tidak kuat ke byakan apk,Kualitas,Netral
buat team toko pedia baca baik baik saya kecewa karna kalian kaku dalam berdagang kalian boleh saudaraan gojek tim dan toko pedia tapi kalian kaku tidak professional semenjak toup pedia tidak jual topup driver topup grab driver toko pedia ini karna saudara dengan gojek tapi driver gojek dan grab yang susah mo beli topup harus jalan antri apalah kecewa pooll inti nya jual lagi dong top driver grab,Pelayanan,Positif
banyak promo menarik pastinya banyak pilihan produk bisa pilih sesuka hatimu tinggal klik sampe rumah,Harga,Netral
apk nya bagus banget ada barang harga rp0 pokoknya menurut saya kalau bisa kalau hidup datanya meskipun tidak ada paket internetnya bisa di buka,Kualitas,Positif
recomended gratis ongkir tiap pembelanjaan min 50k untuk berat maks 1kg thank u tokopedia,Harga,Netral
saya sangka mau dapat pulsa beneran dari ri tau nya ini cara tokopedia biar banyak yang instal bener2 culas cara nya saran saya perbaiki aja apl nya buat pelanggan nyaman belanja bbiar banyak yang instal bukan dengan cara menipu,Pelayanan,Positif
mungkin masalah gratis ongkir di tokopedia masih kalah dengan shopee buat pluss aja sudah di batasin 1 bulan 30x pesanan dan itu pun harus bayar di tambah cashback kadang tidak bisa di klik muncul notifikasi error jadi tidak bisa double pilih cashback lagi,Pelayanan,Positif
layanan tidak paripurna ketika ada komplaon dan harus berhubungan dengan cs tokopedia malah crash apps sepertinya ada kesengajaan supaya konsumen yang mengalami kendala tidak langsung dilayani di aplikasi tidak jelas ketentuan sanksi untuk seller yang tidak komitmen,Pelayanan,Positif
aplikasi nya bagus tapi boong aplikasi nya jelek bangettt,Kualitas,Positif
yuk mulai sekarang cintai produk bangsa sprti orang2 jpn dan kor yang selalu mengutamakan aplikasi buatan negaranya tinggalkan dlu si oren,Kualitas,Netral
keren super pihak tokopedia harus jadi yang no 1 sudah buruan shopping disini aku sudah membuktikan bahwa ini trusted pusat perbelanjaan suer ini isi nya trusted banget suer sudah coba in gih tidak bakal nyesel kurir dan customer nya ramah kurir nya juga cepet cuman sehari langsung nyampe tapi emang butuh kesabaran total sih tapi tetep aja keren plus mantul kuy order buruan di tokopedia ku sejauh ini belum nemu bug error tidak ada bug love u tokopedia mau belanja lagi ah,Pelayanan,Positif
acara flash sale ny tidak mutu anjir d ikutin hitung mundur 30 tau2 stock abis tidak ush ada promo ke gt si mending gimik doang,Harga,Netral
mantapp lahh poko nya mkasih ya buat gift spesial pengguna baru nya lumayan dapet gift gratis thank s,Harga,Positif
tokopedia tidak jelas kasih vocher diskon pas di co main di batalin aja tidak jelas penipu,Harga,Positif
vitur proteksi kerusakan sampah barang yang saya beli rusak tiba maka saya pilih opsi barang rusak tanpa kejadian tertentu tapi pendapat trsbt tidak bisa di klaim yang bisa diklaim hanya barang rusak saat di terima dn rusak karena kecelakaan kalau begini percuma dong ada vitur itu yang menurut informasi bisa klaim kerusakan dari semua kendala yang tertulis tapi dipembelian tidak disebutkan harus kendala apa saja yang bisa diklaim,Kualitas,Negatif
apk gjls sediain diskon pas di pakai di batalin sistem hp baru ini anj akun baru dsr mls menyebalkan,Harga,Netral
fitur filter harga minimal maximal untuk update sekarang malah menghilang padahal fitur itu penting banget untuk saya yang mencari barang dengan budget tertentu,Kualitas,Netral
sangat kecewa dengan aplikasi ini karna saat pertama saya melakukan pembelian pertama langsung dibatalkan dengan alasan aku memiliki kesamaan dengan pengguna lain padahal email no telp dan nama jauh berbeda saya chat help chenter jawabannya sama sekali tidak membantu malahan saya disuruh menunggu 14 hari,Pelayanan,Negatif
aplikasiny ok tapi jasa kurirny yang bikin jengkel jne alamat udah lengkap kok d bilang tidak lengkap atau tidak d ketahui mana minta sharelock iy kalau pas ada d rumah kalau pas ngk ada bagaimana cb pdahal jasa yang lain selalu tepat sasaran tanpa mnta sharelock,Pelayanan,Negatif
saya sudah bilang kalau saya install lagi saya tidak mau pakai kurir sicepat eh malah otomatis pakai sicepat mungkin ini orderan terakhir saya di tokopedia dan saya baru ingin belanja lagi klau pakai kurir lain saya sangat kecewa dengan sicepat kurirnya tidak ada etikanya,Pelayanan,Positif
apk tidak danta bikin kesel banget sudah login pengguna baru tidak bs make promo lemot nya bukan maen di pembayaran padahal sinyal kenceng bikin emosi pagi2 thx,Kualitas,Negatif
mantap hampir selalu free ongkir dan pernah retur barang gampang banget tidak dipersulit,Harga,Positif
di toko pedia yang jadi masalahtu pengembalian dana konsumen bila terjadi kerusakan barang atau kehilangan barang akan bertele2 proses pengembalian dana nya dana ku 3 600 000 udah 2 bulan lebih belum di kembalikan,Pelayanan,Negatif
mantap tokopedia belanja online bisa dan barang nya pun original selain itu juga pembayaran nya bisa secara paylater ditambah lagi dengan adanya produk dari bank bri yang bernama tokopedia card pkonya tokopedia mantap,Pelayanan,Positif
kalau cari partner expedisi yang benar dong spax sudah status tidak update mana lama lagi barru ini jkt sby 1 minggu lebih tidak datang,Kualitas,Negatif
makin kesini makin kesana promo bebas ongkir tidak bisa dipake bareng voucher cashback diskon,Harga,Netral
mau ngasih promo biar rame taunya prank dibatalkan sistem wkwk uninstall aja mending lazada sama shopee,Harga,Netral
kenapa ya setiap buka aplikasi tokopedia selalu lemot dan loading lama padahal koneksi internet bagus buka olshop lain lancar aja,Kualitas,Positif
ongkir nya ke kalimantan bikin nangis yang sebelumnya 73rb pakai vocher gratis ongkir 40rb sekarang 110rb kalau pakai vocher 70rb ah sudahlah,Harga,Netral
kang tokopedia adain tokopedia food dong jadi bisa pesen di tokopedia food jangan kalah sama shopee food tokopedia lebih keren dan lebih murah cuy ada kurir nya juga jadi tidak ada pengangguran nih di kita maju trus tokopedia,Pelayanan,Positif
udah ngga seru kalau pakai promo cashback tidak bisaa freeongkir auto penggunanya pda kabur,Harga,Netral
pengiriman parah banget kudu dikomplen baru dikirim dari pihak toko tidak 1 2 toko hampir semua komplain pun tidak diatasi cepat seperti ecom oren nunggu lama banget padahal makanan tolong ditingkatkan pihak csnya lebih gercep mengatasi komplainan,Pelayanan,Positif
2021 2022 dulu tokopedia pilihan utama semenjak diskon dan gratis ongkir tidak bisa di gabung jadi males blanja di sini truk aja gandengen ini ngaa wkwkw,Harga,Netral
tolong dong dalam opsi kurir hilangkan si cepat tidak beres ini jasa pengirimannya telat dan tidak ada respon serius dalam tanggapan pengaduan barang yang belum sampai ke tempat penerima padahal bayar loch tidak ngangsur,Pelayanan,Positif
tidak enak nya belanja ditokopedia itu udah dibeli pakai promo barang sampai cashback tidak masuk alias dibatalkan niatnya belanja karna cuan dan jadinya rugi karna tidak jadi cuan cashback dibatalkan nombok ongkir pula,Pelayanan,Negatif
aplikasi yang sangat komersil untuk pembeli ada biaya layanan dan jasa aplikasi untuk penjual lebih gila lagi kena biaya 4 5 dari total harga barang untuk ekspedisi tolong dievaluasi itu kurir sitelat parah banget kick aja ganti yang laen yang profesional kerjanya,Pelayanan,Negatif
saya suka aplikasi ini tapi dulu sayang sekarang tidak bisa login dengan fb dan buat akun baru pembayaran yang cod tidak bisa,Kualitas,Negatif
slalu bermasalah dengan ekpedisinya pengiriman terlalu lambat udah 3 hari baru jalan alasannya mau natal dan tahun baru tidak tau jaman lagi serba susah kaya gini sampainya kapan barang saya bisa tua di jalan terlalu gampangin atau mengabaikan custamer saya harap fitur cod di aktifkan tapi jangan manual biar custamer di hargai,Pelayanan,Positif
semangat terus tokopedia saya tambah semangat kalau belanja ditokopedia karena selalu datangin idol k pop tambah semangat tambah senang paling ku semangat kalau bintang tamunya bts tambah malahan terimakasih tokopedia semua orang tambah suka belanja ditokopedia sukses terus ya tokopedia semoga tambah berkah amiiin ya allah semangat,Pelayanan,Positif
apaan ini saya udah kecewa berapa kali loh kk pasti selalu di batalin saya udah berharap paket nya cepet sampe lo kk soalnya baju sekolah di pakai buat sekolah duit nya si dibalikin setengah lewat saldo tapi makin rumittt au ah trauma keluarga saya belanja di sini terus tidak bisa mesen apa lagi,Kualitas,Negatif
cashback dan bebas ongkir tidak bisa di gabung harus pilih salah satu tidak asik lagi tokopedia,Harga,Positif
aku kan mau beli barang pakai promo padahal udah bisa ehh pas udah dibayar di cancel sama pihak tokopedia aku mau lihat alasanya tapi kok tidak ada kan mauku ulangi lagi tiba promonya tidak bida dipake lagi,Harga,Negatif
kesel banget sumpah harusnya dapet potongan jadi tidak dapet kenapa karna katanya kecurangan padahal aku tuh baru pakai promo ini hp ku baru dan belum pernah pakai tokopedia meng sedih,Harga,Netral
sejauh mata mem ndang penaganan masalah dan pengaduan sangat memuaskan ad ruangnkomplain yang di beri tokopedia jika bermasalah dengan penaganan msalah yang mumpuni jadi is the best apk tokoped lebih dari 10jt pelapak,Pelayanan,Positif
ayolah tokopedia expedisi nya bikin kecewa doang status tidak berubah ubah udah promo tidak bisa di pakai tidak jelas amat,Harga,Negatif
top up emoney 2x tidak masuk2 nominal 100rb dan 50rb maksudnya apa ini transaksi berhasil tapi saldo tidak masuk modus nipu ni udah complain masih aja saldo tidak masuk2 jg gimna ni tokopedia kita pilih transaksi online tu agar semua nya bisa cepat bukan bikin lambat,Pelayanan,Positif
kecewa order main dibatalkan sistem seenaknyaa padahal cum a beli 2 pc 2 akin verifikasi alamat penerima beda tidak jelas tokopedia malessss,Kualitas,Negatif
parah voucher gabisa digabungkan buat apa slogan gratis ongkir tapi gabisa dipake,Harga,Negatif
akun tokopedia saya tidak bisa masuk karena harus verifikasi di no telp saya yang sudah tidak aktif saya mengajukan perubahan no telp tapi sepertinya tokopedia mempersulit itu karena sudah hampir 20x saya dapat email pengajuan saya di tolak di karenakan foto data diri saya buram saya berulang kali foto data diri dengan hasil yang cukup jelas tapi selalu dapat email penolakan tolong tokopedia beri jawaban segera,Pelayanan,Negatif
gila sih saya dapet barang gratis meskipun headshet yang penting gratis,Harga,Netral
gagal transaksi pembayaran lewat alfa di aplikasi gagal di alfa sukses untuk pengembalian dana tidak bisa bisa haduh gimana ini tidak jelas,Kualitas,Negatif
diskon nya dikit banget macam tidak ber diskon katanya diskonnya sampai 10 tapi tidak ada mala 3 dan katanya gratis okngkir tapi tidak aku kasih bintang 1 kalau bulan depan tetap gini aja dan diskonnya cepat kali berakhir,Pelayanan,Positif
kebiasaan nih tokopedia kalau tidak niat ksh voucher mending tidak ush deh sering banget ad voucher potongan sudah payment tapi gagal alasannya melanggar peraturan pdhal akun d hp hanya 1 bukan sekali 2x sih ini kejadianny aku sering banget smpe numpang bayar d hp keluarga jg sama jadi enak pakai toko sebelah sekalian,Pelayanan,Negatif
diantara dua pilihan milih freeongkir cashback tidak dapat milih cashback kena ongkir,Harga,Netral
apk ini curang aku beli online jelas2 harganya udah di transfer malah langsung di batalin,Harga,Netral
aneh penggunaan baru beli kok lgs dibatalkan sistem niat kasih promo penggunaan baru atau tidak sih,Harga,Netral
sama sama pakai ekspedisi ant ja ya mending balik ke marketplace oren yang gratis ongkirnya gada minimumnya sebelumnya sih oke min 50rb pakai ekspedisi sblmnya yang lebih kenceng padahal interfacenya lebih nyaman tokopedia,Kualitas,Positif
baru pertama kali makek agak bingung karna pembayaran na jg lum ada cod selebihnya na bagus banyak diskonan jg,Harga,Positif
pertama saya pakai tokopedia aslii pantes rate nya jelekkk smuaa tidak ada kesan menyenangkan aliasss bobrokk semua sgala susah chat rata2 toko kaya tidak peduli sma customerr bedaa bnget saya pakai shopeee jauhhjhh semua playanan buruk di tokpedd baru 2 kalau transaksi aja sudah nyebelin anying,Pelayanan,Negatif
mantap poll setiap buka tokopedia kadang terkejut senang sekali dapet diskon melulu 20rb tanpa minimal belanja lagi ongkir bebas mantapp poll,Harga,Positif
sebenarnya mudah dalam belanja banyak diskon pengiriman sangat sangat sangat buruk apalagi kalau gratis ongkir dalam satu kota aja bisa 4 hari sampai padahal jarak hanya setengah jam perjalanan harusnya one day malah jadi reguler seperti kiriman luar negara saja toko sebelah kalau cod malah cepat sekali,Pelayanan,Positif
sangat kecewa biasanya beli voucer grab driver disini tadi transaksi gagal by m banking mandiri uang malah masuk ke saldo tokopedia padahal butuh sekarang untuk kerja karena uang saya di mandiri hanya itu noted 300rb harus nunggu cair ke mandiri saya 1x24 jam nyebelin sumpah,Pelayanan,Negatif
makin kesini tokopedia makin tidak jelas apknya sudah diupdate kirain makin gacor jalannya ternyata eh ternyata lemot kayak keong lemot abis kouta buat update apk sampah nyesel banget tau tidak usah diupdate kalu bikin apk yang benar dunk jangan nyusahin orang loadingnya harus nunggu lama sebelum diupdate lanjay lancar jaya,Kualitas,Positif
kenapa hrus serring2 minta update pdahal sdah bgus di gunakan kalau tidak diapdate hrys ttup aplikasi saya kurangin bintangnya,Kualitas,Netral
